burglary,theft plain - petty ($950 & under),battery - simple assault,burglary from vehicle,vehicle - stolen,theft of identity,criminal threats - no weapon displayed,"assault with deadly weapon, aggravated assault",document forgery / stolen felony,"letters, lewd",other miscellaneous crime,"rape, forcible",battery with sexual contact,brandish weapon,"bunco, grand theft",crm agnst chld (13 or under) (14-15 & susp 10 yrs older)0060,threatening phone calls/letters,child annoying (17yrs & under),discharge firearms/shots fired,stalking,grid_id,week_year,week_number
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,36
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,37
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,38
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,39
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,41
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,42
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,43
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,44
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,45
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,46
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,47
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,48
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,49
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,50
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,51
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,52
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2015,53
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,2
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,4
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,5
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,6
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,7
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,8
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,9
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,10
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,11
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,12
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,13
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,14
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,15
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,16
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,17
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,18
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,19
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,20
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,21
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,22
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,23
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,24
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,25
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,26
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,27
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,29
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,30
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,31
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,32
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,33
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,34
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,36
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,37
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,38
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,39
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,40
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,41
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,42
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,43
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,44
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,45
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,46
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,47
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,48
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,49
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,50
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,51
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2016,52
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,2
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,4
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,5
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,6
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,7
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,8
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,9
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,10
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,11
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,12
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,13
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,14
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,15
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,16
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,17
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,18
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,19
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,20
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,21
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,22
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,23
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,24
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,25
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,26
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,27
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,28
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,29
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,30
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,31
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,32
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,34
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,35
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.375,2017,36
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2009,53
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,2
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,4
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,5
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,6
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,7
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,8
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,9
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,10
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,11
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,12
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,13
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,14
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,15
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,16
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,17
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,18
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,19
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,20
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,21
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,22
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,23
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,24
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,25
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,26
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,27
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,28
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,29
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,30
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,31
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,32
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,33
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,34
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,36
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,37
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,38
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,39
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,40
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,41
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,42
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,43
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,44
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,45
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,46
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,47
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,48
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,49
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,50
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,51
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2010,52
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,1
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,2
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,4
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,5
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,7
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,8
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,10
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,11
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,12
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,13
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,15
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,16
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,17
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,18
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,19
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,20
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,21
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,22
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,24
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,25
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,26
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,27
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,28
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,29
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,30
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,31
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,32
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,33
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,35
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,36
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,37
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,38
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,39
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,40
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,41
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,42
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,43
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,44
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,45
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,46
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,47
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,48
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,49
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,50
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,51
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2011,52
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,1
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,2
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,3
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,4
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,5
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,6
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,7
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,8
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,10
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,11
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,12
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,13
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,14
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,15
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,16
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,17
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,18
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,19
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,21
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,22
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,23
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,24
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,25
1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,grid_lat33.975_lon-118.39,2012,26
